"","Run","ReleaseDate","LoadDate","spots","bases","spots_with_mates","avgLength","size_MB","AssemblyName","download_path","Experiment","LibraryName","LibraryStrategy","LibrarySelection","LibrarySource","LibraryLayout","InsertSize","InsertDev","Platform","Model","SRAStudy","BioProject","Study_Pubmed_id","ProjectID","Sample","BioSample","SampleType","TaxID","ScientificName","SampleName","g1k_pop_code","source","g1k_analysis_group","Subject_ID","Sex","Disease","Tumor","Affection_Status","Analyte_Type","Histological_Type","Body_Site","CenterName","Submission","dbgap_study_accession","Consent","RunHash","ReadHash"
"370","ERR7280691","2021-11-22 20:43:42","2021-12-22 20:26:35",32291447,9687434100,32291447,300,2936,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/ERR007/7280/ERR7280691/ERR7280691.lite.1","ERX6851003","Sample 36_p","RNA-Seq","PolyA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina NovaSeq 6000","ERP133144","PRJEB48734",NA,781188,"ERS8572697","SAMEA10922220","simple",1480153,"Marchantia polymorpha subsp. polymorpha","SAMEA10922220",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,NA,"Novogene","ERA7131353",NA,"public","54F474D0C9BC15A7E0225CFE66CDB2F7","1B55B361E830AE769A383F36E8C6F310"
"369","ERR7280690","2021-11-22 20:43:42","2021-12-23 03:35:19",37586494,11275948200,37586494,300,3464,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/ERR007/7280/ERR7280690/ERR7280690.lite.1","ERX6851002","Sample 35_p","RNA-Seq","PolyA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina NovaSeq 6000","ERP133144","PRJEB48734",NA,781188,"ERS8572696","SAMEA10922219","simple",1480153,"Marchantia polymorpha subsp. polymorpha","SAMEA10922219",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,NA,"Novogene","ERA7131353",NA,"public","BEF8020D243C89E5EE6CF034A6325116","F69B8BF19A525DCE1E4D783E00472BB7"
"368","ERR7280689","2021-11-22 20:43:42","2021-12-23 03:48:10",30417060,9125118000,30417060,300,2810,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR007/7280/ERR7280689/ERR7280689.lite.1","ERX6851001","Sample 34_p","RNA-Seq","PolyA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina NovaSeq 6000","ERP133144","PRJEB48734",NA,781188,"ERS8572695","SAMEA10922218","simple",1480153,"Marchantia polymorpha subsp. polymorpha","SAMEA10922218",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,NA,"Novogene","ERA7131353",NA,"public","99DCDC9F7E56FA061D4566FF53787E6F","4B32F4A06072667FF58113FB82750F04"
"367","ERR7280688","2021-11-22 20:43:42","2021-12-23 00:57:57",32571377,9771413100,32571377,300,3102,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR007/7280/ERR7280688/ERR7280688.lite.1","ERX6851000","Sample 33_p","RNA-Seq","PolyA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina NovaSeq 6000","ERP133144","PRJEB48734",NA,781188,"ERS8572694","SAMEA10922217","simple",1480153,"Marchantia polymorpha subsp. polymorpha","SAMEA10922217",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,NA,"Novogene","ERA7131353",NA,"public","ABA071E34C18D59A7242E421EE078EE2","187EAD55F3D1B4226E0864D445168577"
"366","ERR7280687","2021-11-22 20:43:42","2021-12-23 02:59:57",31206203,9361860900,31206203,300,2894,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR007/7280/ERR7280687/ERR7280687.lite.1","ERX6850999","Sample 32_p","RNA-Seq","PolyA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina NovaSeq 6000","ERP133144","PRJEB48734",NA,781188,"ERS8572693","SAMEA10922216","simple",1480153,"Marchantia polymorpha subsp. polymorpha","SAMEA10922216",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,NA,"Novogene","ERA7131353",NA,"public","5D1C4A9ED44D1977514C6A52244107CE","F06E4039605CDBD733746EDF978C046A"
"365","ERR7280686","2021-11-22 20:43:42","2021-12-23 00:22:12",32391216,9717364800,32391216,300,2979,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR007/7280/ERR7280686/ERR7280686.lite.1","ERX6850998","Sample 31_p","RNA-Seq","PolyA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina NovaSeq 6000","ERP133144","PRJEB48734",NA,781188,"ERS8572692","SAMEA10922215","simple",1480153,"Marchantia polymorpha subsp. polymorpha","SAMEA10922215",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,NA,"Novogene","ERA7131353",NA,"public","FA8F01F55E6CB38738E75A01A4ABF269","1D586156C64A7678E5C739136B877B9B"
"364","ERR7280685","2021-11-22 20:43:42","2021-12-23 01:12:11",31554627,9466388100,31554627,300,2877,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR007/7280/ERR7280685/ERR7280685.lite.1","ERX6850997","Sample 69_p","RNA-Seq","PolyA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina NovaSeq 6000","ERP133144","PRJEB48734",NA,781188,"ERS8572691","SAMEA10922214","simple",1480153,"Marchantia polymorpha subsp. polymorpha","SAMEA10922214",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,NA,"Novogene","ERA7131353",NA,"public","16D2626A031E84C453C65E46505EFCA5","88696F32F2CE0714096F37C0F78C4CFE"
"363","ERR7280684","2021-11-22 20:43:42","2021-12-23 04:46:53",30607318,9182195400,30607318,300,2764,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR007/7280/ERR7280684/ERR7280684.lite.1","ERX6850996","Sample 68_p","RNA-Seq","PolyA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina NovaSeq 6000","ERP133144","PRJEB48734",NA,781188,"ERS8572690","SAMEA10922213","simple",1480153,"Marchantia polymorpha subsp. polymorpha","SAMEA10922213",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,NA,"Novogene","ERA7131353",NA,"public","D26D5F6CF711A44C20FA918E9A728121","B65B9C2376204B8DF065255FE54F5712"
"362","ERR7280683","2021-11-22 20:43:41","2021-12-22 20:31:39",31680105,9504031500,31680105,300,2901,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/ERR007/7280/ERR7280683/ERR7280683.lite.1","ERX6850995","Sample 67_p","RNA-Seq","PolyA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina NovaSeq 6000","ERP133144","PRJEB48734",NA,781188,"ERS8572689","SAMEA10922212","simple",1480153,"Marchantia polymorpha subsp. polymorpha","SAMEA10922212",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,NA,"Novogene","ERA7131353",NA,"public","CE2C796276DE89EC519147AA8296B864","9FB564DD30B553792E2F990BD7976507"
"361","ERR7280682","2021-11-22 20:43:41","2021-12-23 01:27:03",30025090,9007527000,30025090,300,2775,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/ERR007/7280/ERR7280682/ERR7280682.lite.1","ERX6850994","Sample 27_p","RNA-Seq","PolyA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina NovaSeq 6000","ERP133144","PRJEB48734",NA,781188,"ERS8572688","SAMEA10922211","simple",1480153,"Marchantia polymorpha subsp. polymorpha","SAMEA10922211",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,NA,"Novogene","ERA7131353",NA,"public","DE638D448C4B765C6D65A4A442991886","074645253F5190AB85BE504FF45B0F98"
"360","ERR7280681","2021-11-22 20:43:41","2021-12-23 03:21:01",32503823,9751146900,32503823,300,2976,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR007/7280/ERR7280681/ERR7280681.lite.1","ERX6850993","Sample 26_p","RNA-Seq","PolyA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina NovaSeq 6000","ERP133144","PRJEB48734",NA,781188,"ERS8572687","SAMEA10922210","simple",1480153,"Marchantia polymorpha subsp. polymorpha","SAMEA10922210",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,NA,"Novogene","ERA7131353",NA,"public","E8BA223684E051006043EDA826BE7DE3","E418D544DA9CC222ED668A37F6353DE4"
"359","ERR7280680","2021-11-22 20:43:41","2021-12-23 02:27:45",32586904,9776071200,32586904,300,2991,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR007/7280/ERR7280680/ERR7280680.lite.1","ERX6850992","Sample 25_p","RNA-Seq","PolyA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina NovaSeq 6000","ERP133144","PRJEB48734",NA,781188,"ERS8572686","SAMEA10922209","simple",1480153,"Marchantia polymorpha subsp. polymorpha","SAMEA10922209",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,NA,"Novogene","ERA7131353",NA,"public","20CFEFA96FBD4D3C85076C963341D29B","EDE76865FC880B7E8F0DFFFF3CD4983A"
"358","ERR7280679","2021-11-22 20:43:41","2021-12-23 01:53:59",23130058,6939017400,23130058,300,2174,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR007/7280/ERR7280679/ERR7280679.lite.1","ERX6850991","Sample 24_p","RNA-Seq","PolyA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina NovaSeq 6000","ERP133144","PRJEB48734",NA,781188,"ERS8572685","SAMEA10922208","simple",1480153,"Marchantia polymorpha subsp. polymorpha","SAMEA10922208",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,NA,"Novogene","ERA7131353",NA,"public","9548E50B207249F17518C670DE2986A7","B9898A797ADD41FC08ADF22616543036"
"357","ERR7280678","2021-11-22 20:43:41","2021-12-23 00:36:42",20532709,6159812700,20532709,300,1941,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR007/7280/ERR7280678/ERR7280678.lite.1","ERX6850990","Sample 23_p","RNA-Seq","PolyA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina NovaSeq 6000","ERP133144","PRJEB48734",NA,781188,"ERS8572684","SAMEA10922207","simple",1480153,"Marchantia polymorpha subsp. polymorpha","SAMEA10922207",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,NA,"Novogene","ERA7131353",NA,"public","D413EB8477D9CF493CB909200A9981C3","F90574DDD8450C1E5FA87DC4B6225C06"
"356","ERR7280677","2021-11-22 20:43:41","2021-12-23 01:19:48",20804203,6241260900,20804203,300,1966,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR007/7280/ERR7280677/ERR7280677.lite.1","ERX6850989","Sample 22_p","RNA-Seq","PolyA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina NovaSeq 6000","ERP133144","PRJEB48734",NA,781188,"ERS8572683","SAMEA10922206","simple",1480153,"Marchantia polymorpha subsp. polymorpha","SAMEA10922206",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,NA,"Novogene","ERA7131353",NA,"public","B4DC0BA084E10376504414496AFC1802","5321B7CC9B947EE01F0389A4CEF772BB"
"355","ERR7280676","2021-11-22 20:43:41","2021-12-23 00:51:04",30073567,9022070100,30073567,300,2759,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR007/7280/ERR7280676/ERR7280676.lite.1","ERX6850988","Sample 39_p","RNA-Seq","PolyA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina NovaSeq 6000","ERP133144","PRJEB48734",NA,781188,"ERS8572682","SAMEA10922205","simple",1480153,"Marchantia polymorpha subsp. polymorpha","SAMEA10922205",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,NA,"Novogene","ERA7131353",NA,"public","855DC963210AA1AFF8A4C15C7FAB5F32","2AF06BD80F78E3C7FA6AFA6690B9FDC5"
"354","ERR7280675","2021-11-22 20:43:41","2021-12-22 20:45:11",32209161,9662748300,32209161,300,2955,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/ERR007/7280/ERR7280675/ERR7280675.lite.1","ERX6850987","Sample 38_p","RNA-Seq","PolyA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina NovaSeq 6000","ERP133144","PRJEB48734",NA,781188,"ERS8572681","SAMEA10922204","simple",1480153,"Marchantia polymorpha subsp. polymorpha","SAMEA10922204",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,NA,"Novogene","ERA7131353",NA,"public","B2C2922E0E000C21D9B88CD61608D457","3631DD87F90D433D735DB40E6CC0CFCF"
"353","ERR7280674","2021-11-22 20:43:41","2021-12-23 03:12:39",30688697,9206609100,30688697,300,2809,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR007/7280/ERR7280674/ERR7280674.lite.1","ERX6850986","Sample 37_p","RNA-Seq","PolyA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina NovaSeq 6000","ERP133144","PRJEB48734",NA,781188,"ERS8572680","SAMEA10922203","simple",1480153,"Marchantia polymorpha subsp. polymorpha","SAMEA10922203",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,NA,"Novogene","ERA7131353",NA,"public","64FE34B2C40283FCF55F261210D57DC8","2A6F2C9D5C1C9E29878AE7D4D5B44484"
"352","ERR7280673","2021-11-22 20:43:41","2021-12-23 02:14:36",28344483,8503344900,28344483,300,2553,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR007/7280/ERR7280673/ERR7280673.lite.1","ERX6850985","Sample 15_p","RNA-Seq","PolyA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina NovaSeq 6000","ERP133144","PRJEB48734",NA,781188,"ERS8572679","SAMEA10922202","simple",1480153,"Marchantia polymorpha subsp. polymorpha","SAMEA10922202",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,NA,"Novogene","ERA7131353",NA,"public","66C71E147A8D5BEC1C3AC3499B1330A0","C5796067C0862647E985F742C71D9F23"
"351","ERR7280672","2021-11-22 20:43:41","2021-12-23 02:47:16",28702258,8610677400,28702258,300,2571,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR007/7280/ERR7280672/ERR7280672.lite.1","ERX6850984","Sample 14_p","RNA-Seq","PolyA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina NovaSeq 6000","ERP133144","PRJEB48734",NA,781188,"ERS8572678","SAMEA10922201","simple",1480153,"Marchantia polymorpha subsp. polymorpha","SAMEA10922201",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,NA,"Novogene","ERA7131353",NA,"public","9C6DA3B59093B75C5FF867EB36290F7C","A899AD432D1153AA8426E03AA4550E75"
"350","ERR7280671","2021-11-22 20:43:41","2021-12-23 03:21:24",31129885,9338965500,31129885,300,2784,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR007/7280/ERR7280671/ERR7280671.lite.1","ERX6850983","Sample 13_p","RNA-Seq","PolyA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina NovaSeq 6000","ERP133144","PRJEB48734",NA,781188,"ERS8572677","SAMEA10922200","simple",1480153,"Marchantia polymorpha subsp. polymorpha","SAMEA10922200",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,NA,"Novogene","ERA7131353",NA,"public","0A35882CE23765ED92F9B13078FE4653","42982FC6FBEC7E101BEDA7573B267866"
"349","ERR7280670","2021-11-22 20:43:41","2021-12-23 02:43:45",29127066,8738119800,29127066,300,2606,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR007/7280/ERR7280670/ERR7280670.lite.1","ERX6850982","Sample 18_p","RNA-Seq","PolyA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina NovaSeq 6000","ERP133144","PRJEB48734",NA,781188,"ERS8572676","SAMEA10922199","simple",1480153,"Marchantia polymorpha subsp. polymorpha","SAMEA10922199",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,NA,"Novogene","ERA7131353",NA,"public","FF22AC821C5EADCADACB30F142354180","73D9C979F14DF08B68B353EA3BBC1480"
"348","ERR7280669","2021-11-22 20:43:41","2021-12-23 00:33:54",25922402,7776720600,25922402,300,2314,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR007/7280/ERR7280669/ERR7280669.lite.1","ERX6850981","Sample 17_p","RNA-Seq","PolyA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina NovaSeq 6000","ERP133144","PRJEB48734",NA,781188,"ERS8572675","SAMEA10922198","simple",1480153,"Marchantia polymorpha subsp. polymorpha","SAMEA10922198",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,NA,"Novogene","ERA7131353",NA,"public","1D6B567C77D34161D880D8406EBB878E","0C47C407BD8A6DE610E87A43469A2666"
"347","ERR7280668","2021-11-22 20:43:41","2021-12-22 20:29:02",27517531,8255259300,27517531,300,2483,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/ERR007/7280/ERR7280668/ERR7280668.lite.1","ERX6850980","Sample 16_p","RNA-Seq","PolyA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina NovaSeq 6000","ERP133144","PRJEB48734",NA,781188,"ERS8572674","SAMEA10922197","simple",1480153,"Marchantia polymorpha subsp. polymorpha","SAMEA10922197",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,NA,"Novogene","ERA7131353",NA,"public","4DE62829AEDAA192A10C545A79F9C55E","CFE858508E2B033E4199FE791685FB3A"
"346","ERR7280667","2021-11-22 20:43:41","2021-12-23 04:51:28",33293836,9988150800,33293836,300,3113,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/ERR007/7280/ERR7280667/ERR7280667.lite.1","ERX6850979","Sample 45_p","RNA-Seq","PolyA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina NovaSeq 6000","ERP133144","PRJEB48734",NA,781188,"ERS8572673","SAMEA10922196","simple",1480153,"Marchantia polymorpha subsp. polymorpha","SAMEA10922196",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,NA,"Novogene","ERA7131353",NA,"public","60BC02AACC570308A503AFEE511E4F85","E89C4F67A52D0C577AD65DD80DAA2A1C"
"345","ERR7280666","2021-11-22 20:43:41","2021-12-23 02:36:01",31810588,9543176400,31810588,300,2898,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR007/7280/ERR7280666/ERR7280666.lite.1","ERX6850978","Sample 44_p","RNA-Seq","PolyA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina NovaSeq 6000","ERP133144","PRJEB48734",NA,781188,"ERS8572672","SAMEA10922195","simple",1480153,"Marchantia polymorpha subsp. polymorpha","SAMEA10922195",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,NA,"Novogene","ERA7131353",NA,"public","045A1D7736825B9DC3288326FDCF5562","8377C69BC001A8E252C8777604C6542A"
"344","ERR7280665","2021-11-22 20:43:41","2021-12-23 02:36:04",31833175,9549952500,31833175,300,2942,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR007/7280/ERR7280665/ERR7280665.lite.1","ERX6850977","Sample 43_p","RNA-Seq","PolyA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina NovaSeq 6000","ERP133144","PRJEB48734",NA,781188,"ERS8572671","SAMEA10922194","simple",1480153,"Marchantia polymorpha subsp. polymorpha","SAMEA10922194",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,NA,"Novogene","ERA7131353",NA,"public","97F1E960C391C4E08D0613CFF36A81AB","A9C226DD9A620338BE753BD0988577EA"
"343","ERR7280664","2021-11-22 20:43:41","2021-12-22 20:28:51",33153407,9946022100,33153407,300,3025,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/ERR007/7280/ERR7280664/ERR7280664.lite.1","ERX6850976","Sample 42_p","RNA-Seq","PolyA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina NovaSeq 6000","ERP133144","PRJEB48734",NA,781188,"ERS8572670","SAMEA10922193","simple",1480153,"Marchantia polymorpha subsp. polymorpha","SAMEA10922193",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,NA,"Novogene","ERA7131353",NA,"public","EF9D8D559C93E1A0E38D6D027891CCB4","AF18255D616684AEB8BEB059834737DD"
"342","ERR7280663","2021-11-22 20:43:41","2021-12-22 20:29:40",32318984,9695695200,32318984,300,2982,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/ERR007/7280/ERR7280663/ERR7280663.lite.1","ERX6850975","Sample 41_p","RNA-Seq","PolyA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina NovaSeq 6000","ERP133144","PRJEB48734",NA,781188,"ERS8572669","SAMEA10922192","simple",1480153,"Marchantia polymorpha subsp. polymorpha","SAMEA10922192",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,NA,"Novogene","ERA7131353",NA,"public","C00C76039430D48585FF4DB45880D9EA","E05C0B2B5BF3EDF0A4E34F00A5B1B128"
"341","ERR7280662","2021-11-22 20:43:41","2021-12-23 03:28:25",30570954,9171286200,30570954,300,2829,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR007/7280/ERR7280662/ERR7280662.lite.1","ERX6850974","Sample 40_p","RNA-Seq","PolyA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina NovaSeq 6000","ERP133144","PRJEB48734",NA,781188,"ERS8572668","SAMEA10922191","simple",1480153,"Marchantia polymorpha subsp. polymorpha","SAMEA10922191",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,NA,"Novogene","ERA7131353",NA,"public","3E9CD2142F42DB944E065ADD1A81841D","EB89A32C3B53EA8B26920C46D733DEE8"
"340","ERR7280661","2021-11-22 20:43:41","2021-12-23 04:57:42",32306760,9692028000,32306760,300,2909,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/ERR007/7280/ERR7280661/ERR7280661.lite.1","ERX6850973","Sample 75_p","RNA-Seq","PolyA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina NovaSeq 6000","ERP133144","PRJEB48734",NA,781188,"ERS8572667","SAMEA10922190","simple",1480153,"Marchantia polymorpha subsp. polymorpha","SAMEA10922190",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,NA,"Novogene","ERA7131353",NA,"public","41C83EFD1FC729768AFB7F0AF45718D8","4F0965001D860846D61FB308CB1C0824"
"339","ERR7280660","2021-11-22 20:43:41","2021-12-22 20:27:34",30948617,9284585100,30948617,300,2798,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/ERR007/7280/ERR7280660/ERR7280660.lite.1","ERX6850972","Sample 74_p","RNA-Seq","PolyA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina NovaSeq 6000","ERP133144","PRJEB48734",NA,781188,"ERS8572666","SAMEA10922189","simple",1480153,"Marchantia polymorpha subsp. polymorpha","SAMEA10922189",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,NA,"Novogene","ERA7131353",NA,"public","BED3786C31C5852E4B3C6F67371D5AD8","541E1AB4A1B8A4681F5D6E7E2A8F4623"
"338","ERR7280659","2021-11-22 20:43:41","2021-12-23 04:47:12",31742876,9522862800,31742876,300,2911,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR007/7280/ERR7280659/ERR7280659.lite.1","ERX6850971","Sample 73_p","RNA-Seq","PolyA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina NovaSeq 6000","ERP133144","PRJEB48734",NA,781188,"ERS8572665","SAMEA10922188","simple",1480153,"Marchantia polymorpha subsp. polymorpha","SAMEA10922188",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,NA,"Novogene","ERA7131353",NA,"public","B30DA757D518BD0D49CCB9B9FEEE6730","31C5411574EE4ACDB5C3B946EA321BE3"
"337","ERR7280658","2021-11-22 20:43:41","2021-12-23 01:02:20",32678910,9803673000,32678910,300,2960,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR007/7280/ERR7280658/ERR7280658.lite.1","ERX6850970","Sample 72_p","RNA-Seq","PolyA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina NovaSeq 6000","ERP133144","PRJEB48734",NA,781188,"ERS8572664","SAMEA10922187","simple",1480153,"Marchantia polymorpha subsp. polymorpha","SAMEA10922187",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,NA,"Novogene","ERA7131353",NA,"public","A2957D16F41D409A7CE005DF04568611","498B94B81D72A956A2DE6E88ACC7FA07"
"336","ERR7280657","2021-11-22 20:43:41","2021-12-23 00:24:31",32218307,9665492100,32218307,300,2916,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR007/7280/ERR7280657/ERR7280657.lite.1","ERX6850969","Sample 71_p","RNA-Seq","PolyA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina NovaSeq 6000","ERP133144","PRJEB48734",NA,781188,"ERS8572663","SAMEA10922186","simple",1480153,"Marchantia polymorpha subsp. polymorpha","SAMEA10922186",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,NA,"Novogene","ERA7131353",NA,"public","A0030BA8333DB0A8FFCCEB62BB353F79","8AFB8151DC7920B32A3E32F1DA0870D5"
"335","ERR7280656","2021-11-22 20:43:41","2021-12-23 00:07:41",31049985,9314995500,31049985,300,2803,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR007/7280/ERR7280656/ERR7280656.lite.1","ERX6850968","Sample 70_p","RNA-Seq","PolyA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina NovaSeq 6000","ERP133144","PRJEB48734",NA,781188,"ERS8572662","SAMEA10922185","simple",1480153,"Marchantia polymorpha subsp. polymorpha","SAMEA10922185",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,NA,"Novogene","ERA7131353",NA,"public","3A25C8D0E5B9DE5FAB75CBC42EB60784","703F3088B2F57279BA28E5BF4D0A761D"
