"Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","Library Name","Library Strategy","Library Source","Library Selection"
"SRX6163061","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889F1","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1648.2","1","51552","39654134","G889F1","WGA","GENOMIC","unspecified"
"SRX6163060","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889F1","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1617.97","1","51552","41639789","G889F1","WGA","GENOMIC","unspecified"
"SRX6163059","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889F1","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1640.63","1","51552","42160866","G889F1","WGA","GENOMIC","unspecified"
"SRX6163058","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889F1","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","2002.54","1","51552","34458521","G889F1","WGA","GENOMIC","unspecified"
"SRX6163057","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889F1","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1713.64","1","51552","37844957","G889F1","WGA","GENOMIC","unspecified"
"SRX6163056","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889F1","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1600.74","1","51552","40910968","G889F1","WGA","GENOMIC","unspecified"
"SRX6163055","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889F1","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1610.53","1","51552","42322818","G889F1","WGA","GENOMIC","unspecified"
"SRX6163054","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889F1","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1600.63","1","51552","42512256","G889F1","WGA","GENOMIC","unspecified"
"SRX6163053","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889F1","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1580.92","1","51552","41283933","G889F1","WGA","GENOMIC","unspecified"
"SRX6163052","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889F1","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1564.83","1","51552","39202900","G889F1","WGA","GENOMIC","unspecified"
"SRX6163051","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889F1","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1597.19","1","51551","38522336","G889F1","WGA","GENOMIC","unspecified"
"SRX6163050","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889A9","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","162.57","1","6144","5502455","G889A9","WGA","GENOMIC","unspecified"
"SRX6163049","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889A4","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1837.71","1","65759","57573706","G889A4","WGA","GENOMIC","unspecified"
"SRX6163048","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889A4","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1879.24","1","65761","58062273","G889A4","WGA","GENOMIC","unspecified"
"SRX6163047","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889A4","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1782.61","1","65760","57657513","G889A4","WGA","GENOMIC","unspecified"
"SRX6163046","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889A3","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1507.96","1","54252","47845829","G889A3","WGA","GENOMIC","unspecified"
"SRX6163045","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889A3","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1549.27","1","54257","47083042","G889A3","WGA","GENOMIC","unspecified"
"SRX6163044","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889A3","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1546.57","1","54257","48260244","G889A3","WGA","GENOMIC","unspecified"
"SRX6163043","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889A3","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1528.88","1","54257","48830950","G889A3","WGA","GENOMIC","unspecified"
"SRX6163042","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889A3","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1531.92","1","54257","48878216","G889A3","WGA","GENOMIC","unspecified"
"SRX6163041","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889A3","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1535.35","1","54256","49596089","G889A3","WGA","GENOMIC","unspecified"
"SRX6163040","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889A2","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1540.55","1","55561","49146411","G889A2","WGA","GENOMIC","unspecified"
"SRX6163039","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889A2","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1512.04","1","55565","48406880","G889A2","WGA","GENOMIC","unspecified"
"SRX6163038","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889A2","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1495.99","1","55565","48397428","G889A2","WGA","GENOMIC","unspecified"
"SRX6163037","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889A2","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1518.12","1","55565","49143492","G889A2","WGA","GENOMIC","unspecified"
"SRX6163036","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889A2","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1555.36","1","55564","48262795","G889A2","WGA","GENOMIC","unspecified"
"SRX6163035","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889A16","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1456.92","1","53684","45353553","G889A16","WGA","GENOMIC","unspecified"
"SRX6163034","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889A16","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1459.34","1","53694","46780697","G889A16","WGA","GENOMIC","unspecified"
"SRX6163033","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889A16","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1435.9","1","53694","46763651","G889A16","WGA","GENOMIC","unspecified"
"SRX6163032","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889A16","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1476.43","1","53694","45976875","G889A16","WGA","GENOMIC","unspecified"
"SRX6163031","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889A16","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1442.28","1","53694","45884147","G889A16","WGA","GENOMIC","unspecified"
"SRX6163030","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889A16","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1473.03","1","53694","46117760","G889A16","WGA","GENOMIC","unspecified"
"SRX6163029","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889A16","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1474.09","1","53694","44749854","G889A16","WGA","GENOMIC","unspecified"
"SRX6163028","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889A16","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1494.51","1","53694","46418631","G889A16","WGA","GENOMIC","unspecified"
"SRX6163027","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889A16","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1460.89","1","53694","45907943","G889A16","WGA","GENOMIC","unspecified"
"SRX6163026","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889A16","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1462.54","1","53694","47257807","G889A16","WGA","GENOMIC","unspecified"
"SRX6163025","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889A16","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1445.88","1","53694","46540697","G889A16","WGA","GENOMIC","unspecified"
"SRX6163024","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889A16","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1495.49","1","53694","46784261","G889A16","WGA","GENOMIC","unspecified"
"SRX6163023","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889A16","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1456.89","1","53693","47247908","G889A16","WGA","GENOMIC","unspecified"
"SRX6163022","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889A15","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1469.37","1","54412","47272562","G889A15","WGA","GENOMIC","unspecified"
"SRX6163021","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889A15","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1496.78","1","54413","46510379","G889A15","WGA","GENOMIC","unspecified"
"SRX6163020","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889A15","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1502.56","1","54413","47188443","G889A15","WGA","GENOMIC","unspecified"
"SRX6163019","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889A15","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1549.17","1","54413","46932961","G889A15","WGA","GENOMIC","unspecified"
"SRX6163018","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889A15","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1501.45","1","54412","47847943","G889A15","WGA","GENOMIC","unspecified"
"SRX6163017","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889A14","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1388.79","1","50932","45059494","G889A14","WGA","GENOMIC","unspecified"
"SRX6163016","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889A14","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1427.84","1","50938","43442609","G889A14","WGA","GENOMIC","unspecified"
"SRX6163015","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889A14","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1401.64","1","50938","43048162","G889A14","WGA","GENOMIC","unspecified"
"SRX6163014","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889A14","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1381.66","1","50938","44106987","G889A14","WGA","GENOMIC","unspecified"
"SRX6163013","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889A14","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1393.86","1","50938","43991585","G889A14","WGA","GENOMIC","unspecified"
"SRX6163012","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889A14","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1370.09","1","50938","43427577","G889A14","WGA","GENOMIC","unspecified"
"SRX6163011","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889A14","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1360.03","1","50938","43197001","G889A14","WGA","GENOMIC","unspecified"
"SRX6163010","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889A14","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1344.39","1","50938","43453300","G889A14","WGA","GENOMIC","unspecified"
"SRX6163009","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889A14","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1351.13","1","50938","43596214","G889A14","WGA","GENOMIC","unspecified"
"SRX6163008","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889A14","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1363.69","1","50938","43936379","G889A14","WGA","GENOMIC","unspecified"
"SRX6163007","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889A14","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1367.4","1","50938","43750220","G889A14","WGA","GENOMIC","unspecified"
"SRX6163006","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889A14","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1368.63","1","50938","44103935","G889A14","WGA","GENOMIC","unspecified"
"SRX6163005","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889A14","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1359.29","1","50938","43425677","G889A14","WGA","GENOMIC","unspecified"
"SRX6163004","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889A14","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1395.14","1","50938","45623962","G889A14","WGA","GENOMIC","unspecified"
"SRX6163003","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889A14","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1378.85","1","50937","44382228","G889A14","WGA","GENOMIC","unspecified"
"SRX6163002","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889A13","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1440.65","1","52822","45327648","G889A13","WGA","GENOMIC","unspecified"
"SRX6163001","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889A13","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1452.6","1","52822","46935787","G889A13","WGA","GENOMIC","unspecified"
"SRX6163000","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889A13","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1440.13","1","52822","44272988","G889A13","WGA","GENOMIC","unspecified"
"SRX6162999","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889A13","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1431.2","1","52822","44830041","G889A13","WGA","GENOMIC","unspecified"
"SRX6162998","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889A13","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1418.09","1","52822","45644506","G889A13","WGA","GENOMIC","unspecified"
"SRX6162997","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889A13","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1435.36","1","52822","45377611","G889A13","WGA","GENOMIC","unspecified"
"SRX6162996","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889A13","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1433.71","1","52822","46106244","G889A13","WGA","GENOMIC","unspecified"
"SRX6162995","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889A13","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1438.43","1","52822","45666774","G889A13","WGA","GENOMIC","unspecified"
"SRX6162994","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889A13","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1475.61","1","52822","45140327","G889A13","WGA","GENOMIC","unspecified"
"SRX6162993","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889A13","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1416.35","1","52822","45752921","G889A13","WGA","GENOMIC","unspecified"
"SRX6162992","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889A13","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1444.93","1","52822","44662448","G889A13","WGA","GENOMIC","unspecified"
"SRX6162991","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889A13","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1419.44","1","52822","45658973","G889A13","WGA","GENOMIC","unspecified"
"SRX6162990","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889A13","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1407.39","1","52821","45195529","G889A13","WGA","GENOMIC","unspecified"
"SRX6162989","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889A12","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1254.82","1","46848","40780694","G889A12","WGA","GENOMIC","unspecified"
"SRX6162988","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889A11","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","2286.68","1","84864","71005589","G889A11","WGA","GENOMIC","unspecified"
"SRX6162987","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889A10","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","329.93","1","12288","10889395","G889A10","WGA","GENOMIC","unspecified"
"SRX6162986","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889A1","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1465.05","1","51936","46831686","G889A1","WGA","GENOMIC","unspecified"
"SRX6162985","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889A1","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1508.77","1","51936","43864742","G889A1","WGA","GENOMIC","unspecified"
"SRX6162984","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889A1","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1456.43","1","51936","47991852","G889A1","WGA","GENOMIC","unspecified"
"SRX6162983","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889A1","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1487.49","1","51936","44909081","G889A1","WGA","GENOMIC","unspecified"
"SRX6162982","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G889A1","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","1449.64","1","51935","47174864","G889A1","WGA","GENOMIC","unspecified"
"SRX6162981","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G871P4","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","19.81","1","768","672328","G871P4","WGA","GENOMIC","unspecified"
"SRX6162980","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G871P3","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","20.34","1","768","697149","G871P3","WGA","GENOMIC","unspecified"
"SRX6162979","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G871P2","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","20.69","1","768","709166","G871P2","WGA","GENOMIC","unspecified"
"SRX6162978","Trace experiment for center BI, GENOMIC, species ANOLIS CAROLINENSIS  G871P1","Anolis carolinensis","AB 310 Genetic Analyzer","BI","SRP202322","Sequencing ANOLIS CAROLINENSIS","SRS5003275","green anole","19.88","1","768","643217","G871P1","WGA","GENOMIC","unspecified"
"SRX5913893","RNA-seq of anolis carolinensis: adult regenerating tail at 0.5 DPA","Anolis carolinensis","Illumina HiSeq 2500","Arizona State University","SRP199700","Transcriptomic analysis of scar-free wound healing during early stages of tail regeneration in the green anole lizard, Anolis carolinensis","SRS4832158","","1637.09","1","24259639","3687465128","J022-0.5DPA","RNA-Seq","TRANSCRIPTOMIC","Inverse rRNA"
"SRX5913892","RNA-seq of anolis carolinensis: adult regenerating tail at 3 DPA","Anolis carolinensis","Illumina HiSeq 2500","Arizona State University","SRP199700","Transcriptomic analysis of scar-free wound healing during early stages of tail regeneration in the green anole lizard, Anolis carolinensis","SRS4832157","","1397.94","1","20597062","3130753424","K023-3DPA","RNA-Seq","TRANSCRIPTOMIC","Inverse rRNA"
"SRX5913891","RNA-seq of anolis carolinensis: adult regenerating tail at 2 DPA","Anolis carolinensis","Illumina HiSeq 2500","Arizona State University","SRP199700","Transcriptomic analysis of scar-free wound healing during early stages of tail regeneration in the green anole lizard, Anolis carolinensis","SRS4832156","","1675.28","1","25050321","3807648792","K021-2DPA","RNA-Seq","TRANSCRIPTOMIC","Inverse rRNA"
"SRX5913890","RNA-seq of anolis carolinensis: adult regenerating tail at 0.5 DPA","Anolis carolinensis","Illumina HiSeq 2500","Arizona State University","SRP199700","Transcriptomic analysis of scar-free wound healing during early stages of tail regeneration in the green anole lizard, Anolis carolinensis","SRS4832155","","2303.95","1","34168670","5193637840","J024-0.5DPA","RNA-Seq","TRANSCRIPTOMIC","Inverse rRNA"
"SRX5913889","RNA-seq of anolis carolinensis: adult regenerating tail at 3 DPA","Anolis carolinensis","Illumina HiSeq 2500","Arizona State University","SRP199700","Transcriptomic analysis of scar-free wound healing during early stages of tail regeneration in the green anole lizard, Anolis carolinensis","SRS4832154","","1385.82","1","20693810","3145459120","K014-3DPA","RNA-Seq","TRANSCRIPTOMIC","Inverse rRNA"
"SRX5913888","RNA-seq of anolis carolinensis: adult regenerating tail at 3 DPA","Anolis carolinensis","Illumina HiSeq 2500","Arizona State University","SRP199700","Transcriptomic analysis of scar-free wound healing during early stages of tail regeneration in the green anole lizard, Anolis carolinensis","SRS4832153","","1306.49","1","19301811","2933875272","K012-3DPA","RNA-Seq","TRANSCRIPTOMIC","Inverse rRNA"
