"Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","Library Name","Library Strategy","Library Source","Library Selection"
"ERX2827700","Illumina HiSeq 2500 sequencing; RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","Physcomitrium patens","Illumina HiSeq 2500","School of Biological Sciences, Nanyang Technologic","ERP111278","RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","ERS2769834","","503.71","1","27791637","1417004015","Ppa_L5_C_s","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"ERX2827699","Illumina HiSeq 2500 sequencing; RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","Physcomitrium patens","Illumina HiSeq 2500","School of Biological Sciences, Nanyang Technologic","ERP111278","RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","ERS2769833","","568.11","1","30908672","1576212673","Ppa_L5_B_s","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"ERX2827698","Illumina HiSeq 2500 sequencing; RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","Physcomitrium patens","Illumina HiSeq 2500","School of Biological Sciences, Nanyang Technologic","ERP111278","RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","ERS2769832","","708.07","1","38783227","1953670608","Ppa_L5_A_s","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"ERX2827697","Illumina HiSeq 2500 sequencing; RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","Physcomitrium patens","Illumina HiSeq 2500","School of Biological Sciences, Nanyang Technologic","ERP111278","RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","ERS2769831","","604.51","1","33734764","1720443970","Ppa_L3_C_s","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"ERX2827696","Illumina HiSeq 2500 sequencing; RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","Physcomitrium patens","Illumina HiSeq 2500","School of Biological Sciences, Nanyang Technologic","ERP111278","RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","ERS2769830","","409.52","1","22607399","1152841699","Ppa_L3_B_s","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"ERX2827695","Illumina HiSeq 2500 sequencing; RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","Physcomitrium patens","Illumina HiSeq 2500","School of Biological Sciences, Nanyang Technologic","ERP111278","RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","ERS2769829","","509.13","1","29353272","1490997374","Ppa_L3_A_s","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"ERX2827694","Illumina HiSeq 2500 sequencing; RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","Physcomitrium patens","Illumina HiSeq 2500","School of Biological Sciences, Nanyang Technologic","ERP111278","RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","ERS2769828","","517.95","1","28169809","1436554126","Ppa_L1_C_d2_s","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"ERX2827693","Illumina HiSeq 2500 sequencing; RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","Physcomitrium patens","Illumina HiSeq 2500","School of Biological Sciences, Nanyang Technologic","ERP111278","RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","ERS2769827","","469.89","1","25756278","1313343213","Ppa_L1_C_s","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"ERX2827692","Illumina HiSeq 2500 sequencing; RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","Physcomitrium patens","Illumina HiSeq 2500","School of Biological Sciences, Nanyang Technologic","ERP111278","RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","ERS2769826","","517.32","1","28145061","1434469968","Ppa_L1_B_d2_s","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"ERX2827691","Illumina HiSeq 2500 sequencing; RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","Physcomitrium patens","Illumina HiSeq 2500","School of Biological Sciences, Nanyang Technologic","ERP111278","RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","ERS2769825","","632.01","1","35197591","1794761483","Ppa_L1_B_s","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"ERX2827690","Illumina HiSeq 2500 sequencing; RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","Physcomitrium patens","Illumina HiSeq 2500","School of Biological Sciences, Nanyang Technologic","ERP111278","RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","ERS2769824","","453.28","1","24747717","1261726815","Ppa_L1_A_d2_s","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"ERX2827689","Illumina HiSeq 2500 sequencing; RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","Physcomitrium patens","Illumina HiSeq 2500","School of Biological Sciences, Nanyang Technologic","ERP111278","RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","ERS2769823","","442.96","1","23869812","1217326399","Ppa_L1_A_s","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"ERX2827688","Illumina HiSeq 2500 sequencing; RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","Physcomitrium patens","Illumina HiSeq 2500","School of Biological Sciences, Nanyang Technologic","ERP111278","RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","ERS2769822","","568.22","1","30786603","1570013786","Ppa_L15_C_s","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"ERX2827687","Illumina HiSeq 2500 sequencing; RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","Physcomitrium patens","Illumina HiSeq 2500","School of Biological Sciences, Nanyang Technologic","ERP111278","RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","ERS2769821","","405.44","1","22134709","1128716607","Ppa_L15_B_s","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"ERX2827686","Illumina HiSeq 2500 sequencing; RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","Physcomitrium patens","Illumina HiSeq 2500","School of Biological Sciences, Nanyang Technologic","ERP111278","RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","ERS2769820","","449.38","1","24569113","1252866480","Ppa_L15_A_s","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"ERX2827685","Illumina HiSeq 2500 sequencing; RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","Physcomitrium patens","Illumina HiSeq 2500","School of Biological Sciences, Nanyang Technologic","ERP111278","RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","ERS2769819","","440.03","1","24119144","1229410557","Ppa_L13_C_s","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"ERX2827684","Illumina HiSeq 2500 sequencing; RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","Physcomitrium patens","Illumina HiSeq 2500","School of Biological Sciences, Nanyang Technologic","ERP111278","RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","ERS2769818","","634","1","34174877","1742750578","Ppa_L13_B_s","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"ERX2827683","Illumina HiSeq 2500 sequencing; RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","Physcomitrium patens","Illumina HiSeq 2500","School of Biological Sciences, Nanyang Technologic","ERP111278","RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","ERS2769817","","444.84","1","24362141","1242167043","Ppa_L13_A_s","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"ERX2827682","Illumina HiSeq 2500 sequencing; RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","Physcomitrium patens","Illumina HiSeq 2500","School of Biological Sciences, Nanyang Technologic","ERP111278","RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","ERS2769816","","493.3","1","27128457","1383281391","Ppa_L11_C_s","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"ERX2827681","Illumina HiSeq 2500 sequencing; RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","Physcomitrium patens","Illumina HiSeq 2500","School of Biological Sciences, Nanyang Technologic","ERP111278","RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","ERS2769815","","407.34","1","22215292","1123249263","Ppa_L11_B_s","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"ERX2827680","Illumina HiSeq 2500 sequencing; RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","Physcomitrium patens","Illumina HiSeq 2500","School of Biological Sciences, Nanyang Technologic","ERP111278","RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","ERS2769814","","492.23","1","26744906","1363852428","Ppa_L11_A_s","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"ERX2827679","Illumina HiSeq 2500 sequencing; RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","Picea abies","Illumina HiSeq 2500","School of Biological Sciences, Nanyang Technologic","ERP111278","RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","ERS2769813","","381.59","1","23466499","1149858451","Pab_L9_C_s","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"ERX2827678","Illumina HiSeq 2500 sequencing; RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","Picea abies","Illumina HiSeq 2500","School of Biological Sciences, Nanyang Technologic","ERP111278","RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","ERS2769812","","354.06","1","21882432","1072239168","Pab_L9_B_s","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"ERX2827677","Illumina HiSeq 2500 sequencing; RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","Picea abies","Illumina HiSeq 2500","School of Biological Sciences, Nanyang Technologic","ERP111278","RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","ERS2769811","","443.93","1","27010300","1323504700","Pab_L9_A_s","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"ERX2827676","Illumina HiSeq 2500 sequencing; RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","Picea abies","Illumina HiSeq 2500","School of Biological Sciences, Nanyang Technologic","ERP111278","RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","ERS2769810","","331.03","1","20369435","998102315","Pab_L7_C_s","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"ERX2827675","Illumina HiSeq 2500 sequencing; RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","Picea abies","Illumina HiSeq 2500","School of Biological Sciences, Nanyang Technologic","ERP111278","RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","ERS2769809","","372.38","1","23150638","1134381262","Pab_L7_B_s","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"ERX2827674","Illumina HiSeq 2500 sequencing; RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","Picea abies","Illumina HiSeq 2500","School of Biological Sciences, Nanyang Technologic","ERP111278","RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","ERS2769808","","403.1","1","24479958","1199517942","Pab_L7_A_s","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"ERX2827673","Illumina HiSeq 2500 sequencing; RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","Picea abies","Illumina HiSeq 2500","School of Biological Sciences, Nanyang Technologic","ERP111278","RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","ERS2769807","","397.77","1","24680494","1209344206","Pab_L5_C_s","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"ERX2827672","Illumina HiSeq 2500 sequencing; RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","Picea abies","Illumina HiSeq 2500","School of Biological Sciences, Nanyang Technologic","ERP111278","RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","ERS2769806","","415.33","1","24939717","1222046133","Pab_L5_B_s","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"ERX2827671","Illumina HiSeq 2500 sequencing; RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","Picea abies","Illumina HiSeq 2500","School of Biological Sciences, Nanyang Technologic","ERP111278","RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","ERS2769805","","429.06","1","26356984","1291492216","Pab_L5_A_s","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"ERX2827670","Illumina HiSeq 2500 sequencing; RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","Picea abies","Illumina HiSeq 2500","School of Biological Sciences, Nanyang Technologic","ERP111278","RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","ERS2769804","","418.83","1","25871379","1267697571","Pab_L3_C_s","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"ERX2827669","Illumina HiSeq 2500 sequencing; RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","Picea abies","Illumina HiSeq 2500","School of Biological Sciences, Nanyang Technologic","ERP111278","RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","ERS2769803","","415.29","1","26009751","1274477799","Pab_L3_B_s","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"ERX2827668","Illumina HiSeq 2500 sequencing; RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","Picea abies","Illumina HiSeq 2500","School of Biological Sciences, Nanyang Technologic","ERP111278","RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","ERS2769802","","445.95","1","27819120","1363136880","Pab_L3_A_s","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"ERX2827667","Illumina HiSeq 2500 sequencing; RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","Picea abies","Illumina HiSeq 2500","School of Biological Sciences, Nanyang Technologic","ERP111278","RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","ERS2769801","","436.74","1","26729518","1309746382","Pab_L1_C_d2_s","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"ERX2827666","Illumina HiSeq 2500 sequencing; RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","Picea abies","Illumina HiSeq 2500","School of Biological Sciences, Nanyang Technologic","ERP111278","RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","ERS2769800","","441.03","1","27337007","1339513343","Pab_L1_C_s","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"ERX2827665","Illumina HiSeq 2500 sequencing; RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","Picea abies","Illumina HiSeq 2500","School of Biological Sciences, Nanyang Technologic","ERP111278","RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","ERS2769799","","382.61","1","21816706","1069018594","Pab_L1_B_d2_s","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"ERX2827664","Illumina HiSeq 2500 sequencing; RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","Picea abies","Illumina HiSeq 2500","School of Biological Sciences, Nanyang Technologic","ERP111278","RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","ERS2769798","","494.47","1","30370721","1488165329","Pab_L1_B_s","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"ERX2827663","Illumina HiSeq 2500 sequencing; RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","Picea abies","Illumina HiSeq 2500","School of Biological Sciences, Nanyang Technologic","ERP111278","RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","ERS2769797","","391.59","1","24627153","1206730497","Pab_L1_A_d2_s","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"ERX2827662","Illumina HiSeq 2500 sequencing; RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","Picea abies","Illumina HiSeq 2500","School of Biological Sciences, Nanyang Technologic","ERP111278","RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","ERS2769796","","460.86","1","28177462","1380695638","Pab_L1_A_s","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"ERX2827661","Illumina HiSeq 2500 sequencing; RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","Picea abies","Illumina HiSeq 2500","School of Biological Sciences, Nanyang Technologic","ERP111278","RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","ERS2769795","","455.3","1","28472454","1395150246","Pab_L15_C_s","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"ERX2827660","Illumina HiSeq 2500 sequencing; RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","Picea abies","Illumina HiSeq 2500","School of Biological Sciences, Nanyang Technologic","ERP111278","RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","ERS2769794","","394.4","1","24561425","1203509825","Pab_L15_B_s","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"ERX2827659","Illumina HiSeq 2500 sequencing; RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","Picea abies","Illumina HiSeq 2500","School of Biological Sciences, Nanyang Technologic","ERP111278","RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","ERS2769793","","326.55","1","20315287","995449063","Pab_L15_A_s","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"ERX2827658","Illumina HiSeq 2500 sequencing; RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","Picea abies","Illumina HiSeq 2500","School of Biological Sciences, Nanyang Technologic","ERP111278","RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","ERS2769792","","443.57","1","27677097","1356177753","Pab_L13_C_s","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"ERX2827657","Illumina HiSeq 2500 sequencing; RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","Picea abies","Illumina HiSeq 2500","School of Biological Sciences, Nanyang Technologic","ERP111278","RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","ERS2769791","","404.39","1","23559852","1154432748","Pab_L13_B_s","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"ERX2827656","Illumina HiSeq 2500 sequencing; RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","Picea abies","Illumina HiSeq 2500","School of Biological Sciences, Nanyang Technologic","ERP111278","RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","ERS2769790","","426.53","1","26056768","1276781632","Pab_L13_A_s","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"ERX2827655","Illumina HiSeq 2500 sequencing; RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","Picea abies","Illumina HiSeq 2500","School of Biological Sciences, Nanyang Technologic","ERP111278","RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","ERS2769789","","410.95","1","23529776","1152959024","Pab_L11_C_s","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"ERX2827654","Illumina HiSeq 2500 sequencing; RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","Picea abies","Illumina HiSeq 2500","School of Biological Sciences, Nanyang Technologic","ERP111278","RNA-seq of diurnal gene expression of Cyanophora paradoxa, Porphyridium purpureum, Klebsormidium nitens, Physcomitrella patens, Selaginella moellendorfii and Picea abies","ERS2769788","","436.09","1","27050447","1325471903","Pab_L11_B_s","RNA-Seq","TRANSCRIPTOMIC","PolyA"
